,FORMULA,stabilityVec
2002,Y0.3 Si0.7,0.0
2002,Y0.4 Si0.6,1.0
2002,Y0.5 Si0.5,1.0
2002,Y0.6 Si0.4,0.0
2002,Y0.7 Si0.3,0.0
2002,Y0.8 Si0.2,0.0
2002,Y0.9 Si0.1,0.0
2003,Zn0.1 Si0.9,0.0
2003,Zn0.2 Si0.8,0.0
2003,Zn0.3 Si0.7,0.0
2003,Zn0.4 Si0.6,0.0
2003,Zn0.5 Si0.5,0.0
2003,Zn0.6 Si0.4,0.0
2003,Zn0.7 Si0.3,0.0
2003,Zn0.8 Si0.2,0.0
2003,Zn0.9 Si0.1,0.0
2004,Ac0.1 Sm0.9,0.0
2004,Ac0.2 Sm0.8,0.0
2004,Ac0.3 Sm0.7,0.0
2004,Ac0.4 Sm0.6,0.0
2004,Ac0.5 Sm0.5,0.0
2004,Ac0.6 Sm0.4,0.0
2004,Ac0.7 Sm0.3,0.0
2004,Ac0.8 Sm0.2,0.0
2004,Ac0.9 Sm0.1,0.0
2005,Sm0.9 Al0.1,0.0
2005,Sm0.8 Al0.2,0.0
2005,Sm0.7 Al0.3,1.0
2005,Sm0.6 Al0.4,0.0
2005,Sm0.5 Al0.5,1.0
2005,Sm0.4 Al0.6,0.0
2005,Sm0.3 Al0.7,0.0
2005,Sm0.2 Al0.8,0.0
2005,Sm0.1 Al0.9,0.0
2006,Sm0.9 Au0.1,1.0
2006,Sm0.8 Au0.2,0.0
2006,Sm0.7 Au0.3,1.0
2006,Sm0.6 Au0.4,0.0
2006,Sm0.5 Au0.5,1.0
2006,Sm0.4 Au0.6,0.0
2006,Sm0.3 Au0.7,0.0
2006,Sm0.2 Au0.8,0.0
2006,Sm0.1 Au0.9,0.0
2007,Sm0.9 B0.1,1.0
2007,Sm0.8 B0.2,1.0
2007,Sm0.7 B0.3,1.0
2007,Sm0.6 B0.4,0.0
2007,Sm0.5 B0.5,0.0
2007,Sm0.4 B0.6,0.0
2007,Sm0.3 B0.7,0.0
2007,Sm0.2 B0.8,0.0
2007,Sm0.1 B0.9,0.0
2008,Ba0.1 Sm0.9,0.0
2008,Ba0.2 Sm0.8,0.0
2008,Ba0.3 Sm0.7,0.0
2008,Ba0.4 Sm0.6,0.0
2008,Ba0.5 Sm0.5,0.0
2008,Ba0.6 Sm0.4,0.0
2008,Ba0.7 Sm0.3,0.0
2008,Ba0.8 Sm0.2,0.0
2008,Ba0.9 Sm0.1,0.0
2009,Sm0.9 C0.1,0.0
2009,Sm0.8 C0.2,0.0
2009,Sm0.7 C0.3,0.0
2009,Sm0.6 C0.4,1.0
2009,Sm0.5 C0.5,0.0
2009,Sm0.4 C0.6,0.0
2009,Sm0.3 C0.7,0.0
2009,Sm0.2 C0.8,0.0
2009,Sm0.1 C0.9,0.0
2010,Ca0.1 Sm0.9,0.0
2010,Ca0.2 Sm0.8,0.0
2010,Ca0.3 Sm0.7,0.0
2010,Ca0.4 Sm0.6,0.0
2010,Ca0.5 Sm0.5,0.0
2010,Ca0.6 Sm0.4,0.0
2010,Ca0.7 Sm0.3,0.0
2010,Ca0.8 Sm0.2,0.0
2010,Ca0.9 Sm0.1,0.0
2011,Ce0.1 Sm0.9,0.0
2011,Ce0.2 Sm0.8,0.0
2011,Ce0.3 Sm0.7,0.0
2011,Ce0.4 Sm0.6,0.0
2011,Ce0.5 Sm0.5,0.0
2011,Ce0.6 Sm0.4,0.0
2011,Ce0.7 Sm0.3,0.0
2011,Ce0.8 Sm0.2,0.0
2011,Ce0.9 Sm0.1,0.0
2012,Sm0.9 Dy0.1,0.0
2012,Sm0.8 Dy0.2,0.0
2012,Sm0.7 Dy0.3,0.0
2012,Sm0.6 Dy0.4,0.0
2012,Sm0.5 Dy0.5,0.0
2012,Sm0.4 Dy0.6,0.0
2012,Sm0.3 Dy0.7,0.0
2012,Sm0.2 Dy0.8,0.0
2012,Sm0.1 Dy0.9,0.0
2013,Sm0.9 Eu0.1,0.0
2013,Sm0.8 Eu0.2,0.0
2013,Sm0.7 Eu0.3,0.0
2013,Sm0.6 Eu0.4,0.0
2013,Sm0.5 Eu0.5,0.0
2013,Sm0.4 Eu0.6,0.0
2013,Sm0.3 Eu0.7,0.0
2013,Sm0.2 Eu0.8,0.0
2013,Sm0.1 Eu0.9,0.0
2014,Sm0.9 Ho0.1,0.0
2014,Sm0.8 Ho0.2,0.0
2014,Sm0.7 Ho0.3,0.0
2014,Sm0.6 Ho0.4,0.0
2014,Sm0.5 Ho0.5,0.0
2014,Sm0.4 Ho0.6,0.0
2014,Sm0.3 Ho0.7,0.0
2014,Sm0.2 Ho0.8,0.0
2014,Sm0.1 Ho0.9,0.0
2015,Sm0.9 Kr0.1,0.0
2015,Sm0.8 Kr0.2,0.0
2015,Sm0.7 Kr0.3,0.0
2015,Sm0.6 Kr0.4,0.0
2015,Sm0.5 Kr0.5,0.0
2015,Sm0.4 Kr0.6,0.0
2015,Sm0.3 Kr0.7,0.0
2015,Sm0.2 Kr0.8,0.0
2015,Sm0.1 Kr0.9,0.0
2016,Sm0.9 Mg0.1,0.0
2016,Sm0.8 Mg0.2,0.0
2016,Sm0.7 Mg0.3,1.0
2016,Sm0.6 Mg0.4,0.0
2016,Sm0.5 Mg0.5,1.0
2016,Sm0.4 Mg0.6,0.0
2016,Sm0.3 Mg0.7,0.0
2016,Sm0.2 Mg0.8,0.0
2016,Sm0.1 Mg0.9,0.0
2017,Na0.1 Sm0.9,0.0
2017,Na0.2 Sm0.8,0.0
2017,Na0.3 Sm0.7,0.0
2017,Na0.4 Sm0.6,0.0
2017,Na0.5 Sm0.5,0.0
2017,Na0.6 Sm0.4,0.0
2017,Na0.7 Sm0.3,0.0
2017,Na0.8 Sm0.2,0.0
2017,Na0.9 Sm0.1,0.0
2018,Sm0.9 Ne0.1,0.0
2018,Sm0.8 Ne0.2,0.0
2018,Sm0.7 Ne0.3,0.0
2018,Sm0.6 Ne0.4,0.0
2018,Sm0.5 Ne0.5,0.0
2018,Sm0.4 Ne0.6,0.0
2018,Sm0.3 Ne0.7,0.0
2018,Sm0.2 Ne0.8,0.0
2018,Sm0.1 Ne0.9,0.0
2019,Sm0.9 P0.1,0.0
2019,Sm0.8 P0.2,1.0
2019,Sm0.7 P0.3,0.0
2019,Sm0.6 P0.4,0.0
2019,Sm0.5 P0.5,1.0
2019,Sm0.4 P0.6,0.0
2019,Sm0.3 P0.7,0.0
2019,Sm0.2 P0.8,0.0
2019,Sm0.1 P0.9,0.0
2020,Sm0.9 Pb0.1,0.0
2020,Sm0.8 Pb0.2,0.0
2020,Sm0.7 Pb0.3,1.0
2020,Sm0.6 Pb0.4,0.0
2020,Sm0.5 Pb0.5,0.0
2020,Sm0.4 Pb0.6,0.0
2020,Sm0.3 Pb0.7,0.0
2020,Sm0.2 Pb0.8,0.0
2020,Sm0.1 Pb0.9,0.0
2021,Pr0.1 Sm0.9,0.0
2021,Pr0.2 Sm0.8,0.0
2021,Pr0.3 Sm0.7,0.0
2021,Pr0.4 Sm0.6,0.0
2021,Pr0.5 Sm0.5,0.0
2021,Pr0.6 Sm0.4,0.0
2021,Pr0.7 Sm0.3,0.0
2021,Pr0.8 Sm0.2,0.0
2021,Pr0.9 Sm0.1,0.0
2022,Sm0.9 Pt0.1,0.0
2022,Sm0.8 Pt0.2,0.0
2022,Sm0.7 Pt0.3,1.0
2022,Sm0.6 Pt0.4,0.0
2022,Sm0.5 Pt0.5,0.0
2022,Sm0.4 Pt0.6,0.0
2022,Sm0.3 Pt0.7,0.0
2022,Sm0.2 Pt0.8,0.0
2022,Sm0.1 Pt0.9,0.0
2023,Sm0.9 Re0.1,0.0
2023,Sm0.8 Re0.2,0.0
2023,Sm0.7 Re0.3,0.0
2023,Sm0.6 Re0.4,0.0
2023,Sm0.5 Re0.5,0.0
2023,Sm0.4 Re0.6,0.0
2023,Sm0.3 Re0.7,0.0
2023,Sm0.2 Re0.8,0.0
2023,Sm0.1 Re0.9,0.0
2024,Sm0.9 Rh0.1,0.0
2024,Sm0.8 Rh0.2,0.0
2024,Sm0.7 Rh0.3,1.0
2024,Sm0.6 Rh0.4,0.0
2024,Sm0.5 Rh0.5,1.0
2024,Sm0.4 Rh0.6,1.0
2024,Sm0.3 Rh0.7,0.0
2024,Sm0.2 Rh0.8,0.0
2024,Sm0.1 Rh0.9,0.0
2025,Sm0.9 Ru0.1,0.0
2025,Sm0.8 Ru0.2,0.0
2025,Sm0.7 Ru0.3,1.0
2025,Sm0.6 Ru0.4,0.0
2025,Sm0.5 Ru0.5,0.0
2025,Sm0.4 Ru0.6,0.0
2025,Sm0.3 Ru0.7,0.0
2025,Sm0.2 Ru0.8,0.0
2025,Sm0.1 Ru0.9,0.0
2026,Sm0.9 Se0.1,0.0
2026,Sm0.8 Se0.2,0.0
2026,Sm0.7 Se0.3,1.0
2026,Sm0.6 Se0.4,1.0
2026,Sm0.5 Se0.5,1.0
2026,Sm0.4 Se0.6,0.0
2026,Sm0.3 Se0.7,0.0
2026,Sm0.2 Se0.8,0.0
2026,Sm0.1 Se0.9,0.0
2027,Sr0.1 Sm0.9,0.0
2027,Sr0.2 Sm0.8,0.0
2027,Sr0.3 Sm0.7,0.0
2027,Sr0.4 Sm0.6,0.0
2027,Sr0.5 Sm0.5,0.0
2027,Sr0.6 Sm0.4,0.0
2027,Sr0.7 Sm0.3,0.0
2027,Sr0.8 Sm0.2,0.0
2027,Sr0.9 Sm0.1,0.0
2028,Sm0.9 Ta0.1,0.0
2028,Sm0.8 Ta0.2,0.0
2028,Sm0.7 Ta0.3,0.0
2028,Sm0.6 Ta0.4,0.0
2028,Sm0.5 Ta0.5,0.0
2028,Sm0.4 Ta0.6,0.0
2028,Sm0.3 Ta0.7,0.0
2028,Sm0.2 Ta0.8,0.0
2028,Sm0.1 Ta0.9,0.0
2029,Sm0.9 Tc0.1,0.0
2029,Sm0.8 Tc0.2,0.0
2029,Sm0.7 Tc0.3,0.0
2029,Sm0.6 Tc0.4,0.0
2029,Sm0.5 Tc0.5,0.0
2029,Sm0.4 Tc0.6,0.0
2029,Sm0.3 Tc0.7,0.0
2029,Sm0.2 Tc0.8,0.0
2029,Sm0.1 Tc0.9,0.0
2030,Sm0.9 Ti0.1,0.0
2030,Sm0.8 Ti0.2,0.0
2030,Sm0.7 Ti0.3,0.0
2030,Sm0.6 Ti0.4,0.0
2030,Sm0.5 Ti0.5,0.0
2030,Sm0.4 Ti0.6,0.0
2030,Sm0.3 Ti0.7,0.0
2030,Sm0.2 Ti0.8,0.0
2030,Sm0.1 Ti0.9,0.0
2031,Sm0.9 V0.1,0.0
2031,Sm0.8 V0.2,0.0
2031,Sm0.7 V0.3,0.0
2031,Sm0.6 V0.4,0.0
2031,Sm0.5 V0.5,0.0
2031,Sm0.4 V0.6,0.0
2031,Sm0.3 V0.7,0.0
2031,Sm0.2 V0.8,0.0
2031,Sm0.1 V0.9,0.0
2032,Sm0.9 W0.1,0.0
2032,Sm0.8 W0.2,0.0
2032,Sm0.7 W0.3,0.0
2032,Sm0.6 W0.4,0.0
2032,Sm0.5 W0.5,0.0
2032,Sm0.4 W0.6,0.0
2032,Sm0.3 W0.7,0.0
2032,Sm0.2 W0.8,0.0
2032,Sm0.1 W0.9,0.0
2033,Ag0.1 Sn0.9,0.0
2033,Ag0.2 Sn0.8,0.0
2033,Ag0.3 Sn0.7,1.0
2033,Ag0.4 Sn0.6,0.0
2033,Ag0.5 Sn0.5,0.0
2033,Ag0.6 Sn0.4,0.0
2033,Ag0.7 Sn0.3,0.0
2033,Ag0.8 Sn0.2,0.0
2033,Ag0.9 Sn0.1,0.0
2034,Sn0.9 Au0.1,0.0
2034,Sn0.8 Au0.2,0.0
2034,Sn0.7 Au0.3,0.0
2034,Sn0.6 Au0.4,0.0
2034,Sn0.5 Au0.5,1.0
2034,Sn0.4 Au0.6,0.0
2034,Sn0.3 Au0.7,1.0
2034,Sn0.2 Au0.8,0.0
2034,Sn0.1 Au0.9,0.0
2035,Sn0.9 C0.1,0.0
2035,Sn0.8 C0.2,0.0
2035,Sn0.7 C0.3,0.0
2035,Sn0.6 C0.4,0.0
2035,Sn0.5 C0.5,0.0
2035,Sn0.4 C0.6,0.0
2035,Sn0.3 C0.7,0.0
2035,Sn0.2 C0.8,0.0
2035,Sn0.1 C0.9,0.0
2036,Ca0.1 Sn0.9,0.0
2036,Ca0.2 Sn0.8,0.0
2036,Ca0.3 Sn0.7,1.0
2036,Ca0.4 Sn0.6,1.0
2036,Ca0.5 Sn0.5,1.0
2036,Ca0.6 Sn0.4,0.0
2036,Ca0.7 Sn0.3,0.0
2036,Ca0.8 Sn0.2,1.0
2036,Ca0.9 Sn0.1,0.0
2037,Cr0.1 Sn0.9,0.0
2037,Cr0.2 Sn0.8,0.0
2037,Cr0.3 Sn0.7,0.0
2037,Cr0.4 Sn0.6,0.0
2037,Cr0.5 Sn0.5,0.0
2037,Cr0.6 Sn0.4,0.0
2037,Cr0.7 Sn0.3,0.0
2037,Cr0.8 Sn0.2,0.0
2037,Cr0.9 Sn0.1,0.0
2038,Cu0.1 Sn0.9,0.0
2038,Cu0.2 Sn0.8,0.0
2038,Cu0.3 Sn0.7,0.0
2038,Cu0.4 Sn0.6,0.0
2038,Cu0.5 Sn0.5,1.0
2038,Cu0.6 Sn0.4,0.0
2038,Cu0.7 Sn0.3,0.0
2038,Cu0.8 Sn0.2,0.0
2038,Cu0.9 Sn0.1,0.0
2039,Er0.1 Sn0.9,0.0
2039,Er0.2 Sn0.8,0.0
2039,Er0.3 Sn0.7,0.0
2039,Er0.4 Sn0.6,1.0
2039,Er0.5 Sn0.5,0.0
2039,Er0.6 Sn0.4,0.0
2039,Er0.7 Sn0.3,1.0
2039,Er0.8 Sn0.2,0.0
2039,Er0.9 Sn0.1,0.0
2040,Eu0.1 Sn0.9,0.0
2040,Eu0.2 Sn0.8,0.0
2040,Eu0.3 Sn0.7,1.0
2040,Eu0.4 Sn0.6,0.0
2040,Eu0.5 Sn0.5,1.0
2040,Eu0.6 Sn0.4,0.0
2040,Eu0.7 Sn0.3,0.0
2040,Eu0.8 Sn0.2,1.0
2040,Eu0.9 Sn0.1,0.0
2041,Fe0.1 Sn0.9,0.0
2041,Fe0.2 Sn0.8,0.0
2041,Fe0.3 Sn0.7,0.0
2041,Fe0.4 Sn0.6,0.0
2041,Fe0.5 Sn0.5,0.0
2041,Fe0.6 Sn0.4,0.0
2041,Fe0.7 Sn0.3,0.0
2041,Fe0.8 Sn0.2,0.0
2041,Fe0.9 Sn0.1,0.0
2042,Sn0.9 Ge0.1,0.0
2042,Sn0.8 Ge0.2,0.0
2042,Sn0.7 Ge0.3,0.0
2042,Sn0.6 Ge0.4,0.0
2042,Sn0.5 Ge0.5,0.0
2042,Sn0.4 Ge0.6,0.0
2042,Sn0.3 Ge0.7,0.0
2042,Sn0.2 Ge0.8,0.0
2042,Sn0.1 Ge0.9,0.0
2043,Sn0.9 He0.1,0.0
2043,Sn0.8 He0.2,0.0
2043,Sn0.7 He0.3,0.0
2043,Sn0.6 He0.4,0.0
2043,Sn0.5 He0.5,0.0
2043,Sn0.4 He0.6,0.0
2043,Sn0.3 He0.7,0.0
2043,Sn0.2 He0.8,0.0
2043,Sn0.1 He0.9,0.0
2044,Ho0.1 Sn0.9,0.0
2044,Ho0.2 Sn0.8,0.0
2044,Ho0.3 Sn0.7,0.0
2044,Ho0.4 Sn0.6,1.0
2044,Ho0.5 Sn0.5,0.0
2044,Ho0.6 Sn0.4,0.0
2044,Ho0.7 Sn0.3,0.0
2044,Ho0.8 Sn0.2,1.0
2044,Ho0.9 Sn0.1,0.0
2045,Sn0.9 I0.1,0.0
2045,Sn0.8 I0.2,1.0
2045,Sn0.7 I0.3,1.0
2045,Sn0.6 I0.4,0.0
2045,Sn0.5 I0.5,0.0
2045,Sn0.4 I0.6,0.0
2045,Sn0.3 I0.7,0.0
2045,Sn0.2 I0.8,0.0
2045,Sn0.1 I0.9,0.0
2046,In0.1 Sn0.9,0.0
2046,In0.2 Sn0.8,0.0
2046,In0.3 Sn0.7,0.0
2046,In0.4 Sn0.6,0.0
2046,In0.5 Sn0.5,0.0
2046,In0.6 Sn0.4,0.0
2046,In0.7 Sn0.3,0.0
2046,In0.8 Sn0.2,0.0
2046,In0.9 Sn0.1,0.0
2047,Lu0.1 Sn0.9,0.0
2047,Lu0.2 Sn0.8,0.0
2047,Lu0.3 Sn0.7,1.0
2047,Lu0.4 Sn0.6,0.0
2047,Lu0.5 Sn0.5,0.0
2047,Lu0.6 Sn0.4,0.0
2047,Lu0.7 Sn0.3,0.0
2047,Lu0.8 Sn0.2,0.0
2047,Lu0.9 Sn0.1,0.0
2048,Mn0.1 Sn0.9,0.0
2048,Mn0.2 Sn0.8,0.0
2048,Mn0.3 Sn0.7,0.0
2048,Mn0.4 Sn0.6,0.0
2048,Mn0.5 Sn0.5,0.0
2048,Mn0.6 Sn0.4,0.0
2048,Mn0.7 Sn0.3,0.0
2048,Mn0.8 Sn0.2,0.0
2048,Mn0.9 Sn0.1,0.0
2049,Nd0.1 Sn0.9,0.0
2049,Nd0.2 Sn0.8,0.0
2049,Nd0.3 Sn0.7,0.0
2049,Nd0.4 Sn0.6,1.0
2049,Nd0.5 Sn0.5,0.0
2049,Nd0.6 Sn0.4,1.0
2049,Nd0.7 Sn0.3,1.0
2049,Nd0.8 Sn0.2,1.0
2049,Nd0.9 Sn0.1,0.0
2050,Sn0.9 Ne0.1,0.0
2050,Sn0.8 Ne0.2,0.0
2050,Sn0.7 Ne0.3,0.0
2050,Sn0.6 Ne0.4,0.0
2050,Sn0.5 Ne0.5,0.0
2050,Sn0.4 Ne0.6,0.0
2050,Sn0.3 Ne0.7,0.0
2050,Sn0.2 Ne0.8,0.0
2050,Sn0.1 Ne0.9,0.0
2051,Np0.1 Sn0.9,0.0
2051,Np0.2 Sn0.8,0.0
2051,Np0.3 Sn0.7,0.0
2051,Np0.4 Sn0.6,0.0
2051,Np0.5 Sn0.5,0.0
2051,Np0.6 Sn0.4,0.0
2051,Np0.7 Sn0.3,0.0
2051,Np0.8 Sn0.2,1.0
2051,Np0.9 Sn0.1,0.0
2052,Sn0.9 P0.1,0.0
2052,Sn0.8 P0.2,0.0
2052,Sn0.7 P0.3,0.0
2052,Sn0.6 P0.4,0.0
2052,Sn0.5 P0.5,0.0
2052,Sn0.4 P0.6,1.0
2052,Sn0.3 P0.7,0.0
2052,Sn0.2 P0.8,0.0
2052,Sn0.1 P0.9,0.0
2053,Pa0.1 Sn0.9,0.0
2053,Pa0.2 Sn0.8,0.0
2053,Pa0.3 Sn0.7,0.0
2053,Pa0.4 Sn0.6,0.0
2053,Pa0.5 Sn0.5,0.0
2053,Pa0.6 Sn0.4,0.0
2053,Pa0.7 Sn0.3,0.0
2053,Pa0.8 Sn0.2,0.0
2053,Pa0.9 Sn0.1,0.0
2054,Sn0.9 Rh0.1,0.0
2054,Sn0.8 Rh0.2,0.0
2054,Sn0.7 Rh0.3,1.0
2054,Sn0.6 Rh0.4,0.0
2054,Sn0.5 Rh0.5,1.0
2054,Sn0.4 Rh0.6,0.0
2054,Sn0.3 Rh0.7,1.0
2054,Sn0.2 Rh0.8,0.0
2054,Sn0.1 Rh0.9,0.0
2055,Sn0.9 Sb0.1,0.0
2055,Sn0.8 Sb0.2,0.0
2055,Sn0.7 Sb0.3,0.0
2055,Sn0.6 Sb0.4,0.0
2055,Sn0.5 Sb0.5,0.0
2055,Sn0.4 Sb0.6,0.0
2055,Sn0.3 Sb0.7,0.0
2055,Sn0.2 Sb0.8,0.0
2055,Sn0.1 Sb0.9,0.0
2056,Sm0.1 Sn0.9,0.0
2056,Sm0.2 Sn0.8,0.0
2056,Sm0.3 Sn0.7,0.0
2056,Sm0.4 Sn0.6,1.0
2056,Sm0.5 Sn0.5,0.0
2056,Sm0.6 Sn0.4,0.0
2056,Sm0.7 Sn0.3,0.0
2056,Sm0.8 Sn0.2,1.0
2056,Sm0.9 Sn0.1,0.0
2057,Sr0.1 Sn0.9,0.0
2057,Sr0.2 Sn0.8,0.0
2057,Sr0.3 Sn0.7,1.0
2057,Sr0.4 Sn0.6,0.0
2057,Sr0.5 Sn0.5,1.0
2057,Sr0.6 Sn0.4,1.0
2057,Sr0.7 Sn0.3,0.0
2057,Sr0.8 Sn0.2,1.0
2057,Sr0.9 Sn0.1,0.0
2058,Sn0.9 Te0.1,0.0
2058,Sn0.8 Te0.2,0.0
2058,Sn0.7 Te0.3,0.0
2058,Sn0.6 Te0.4,0.0
2058,Sn0.5 Te0.5,1.0
2058,Sn0.4 Te0.6,0.0
2058,Sn0.3 Te0.7,0.0
2058,Sn0.2 Te0.8,0.0
2058,Sn0.1 Te0.9,0.0
2059,V0.1 Sn0.9,0.0
2059,V0.2 Sn0.8,0.0
2059,V0.3 Sn0.7,1.0
2059,V0.4 Sn0.6,0.0
2059,V0.5 Sn0.5,0.0
2059,V0.6 Sn0.4,0.0
2059,V0.7 Sn0.3,1.0
2059,V0.8 Sn0.2,0.0
2059,V0.9 Sn0.1,0.0
2060,Sn0.9 Xe0.1,0.0
2060,Sn0.8 Xe0.2,0.0
2060,Sn0.7 Xe0.3,0.0
2060,Sn0.6 Xe0.4,0.0
2060,Sn0.5 Xe0.5,0.0
2060,Sn0.4 Xe0.6,0.0
2060,Sn0.3 Xe0.7,0.0
2060,Sn0.2 Xe0.8,0.0
2060,Sn0.1 Xe0.9,0.0
2061,Yb0.1 Sn0.9,0.0
2061,Yb0.2 Sn0.8,0.0
2061,Yb0.3 Sn0.7,1.0
2061,Yb0.4 Sn0.6,0.0
2061,Yb0.5 Sn0.5,1.0
2061,Yb0.6 Sn0.4,0.0
2061,Yb0.7 Sn0.3,0.0
2061,Yb0.8 Sn0.2,1.0
2061,Yb0.9 Sn0.1,0.0
2062,Zr0.1 Sn0.9,0.0
2062,Zr0.2 Sn0.8,0.0
2062,Zr0.3 Sn0.7,0.0
2062,Zr0.4 Sn0.6,1.0
2062,Zr0.5 Sn0.5,0.0
2062,Zr0.6 Sn0.4,0.0
2062,Zr0.7 Sn0.3,1.0
2062,Zr0.8 Sn0.2,0.0
2062,Zr0.9 Sn0.1,0.0
2063,Sr0.9 Ac0.1,0.0
2063,Sr0.8 Ac0.2,0.0
2063,Sr0.7 Ac0.3,0.0
2063,Sr0.6 Ac0.4,0.0
2063,Sr0.5 Ac0.5,0.0
2063,Sr0.4 Ac0.6,0.0
2063,Sr0.3 Ac0.7,0.0
2063,Sr0.2 Ac0.8,0.0
2063,Sr0.1 Ac0.9,0.0
2064,Sr0.9 Ag0.1,0.0
2064,Sr0.8 Ag0.2,1.0
2064,Sr0.7 Ag0.3,1.0
2064,Sr0.6 Ag0.4,0.0
2064,Sr0.5 Ag0.5,1.0
2064,Sr0.4 Ag0.6,1.0
2064,Sr0.3 Ag0.7,0.0
2064,Sr0.2 Ag0.8,0.0
2064,Sr0.1 Ag0.9,0.0
2065,Sr0.9 Al0.1,0.0
2065,Sr0.8 Al0.2,1.0
2065,Sr0.7 Al0.3,1.0
2065,Sr0.6 Al0.4,1.0
2065,Sr0.5 Al0.5,1.0
2065,Sr0.4 Al0.6,0.0
2065,Sr0.3 Al0.7,0.0
2065,Sr0.2 Al0.8,0.0
2065,Sr0.1 Al0.9,0.0
2066,Sr0.9 Au0.1,0.0
2066,Sr0.8 Au0.2,1.0
2066,Sr0.7 Au0.3,1.0
2066,Sr0.6 Au0.4,0.0
2066,Sr0.5 Au0.5,1.0
2066,Sr0.4 Au0.6,1.0
2066,Sr0.3 Au0.7,1.0
2066,Sr0.2 Au0.8,0.0
2066,Sr0.1 Au0.9,0.0
2067,Ba0.1 Sr0.9,0.0
2067,Ba0.2 Sr0.8,0.0
2067,Ba0.3 Sr0.7,0.0
2067,Ba0.4 Sr0.6,0.0
2067,Ba0.5 Sr0.5,0.0
2067,Ba0.6 Sr0.4,0.0
2067,Ba0.7 Sr0.3,0.0
2067,Ba0.8 Sr0.2,0.0
2067,Ba0.9 Sr0.1,0.0
2068,Sr0.9 Bi0.1,0.0
2068,Sr0.8 Bi0.2,0.0
2068,Sr0.7 Bi0.3,1.0
2068,Sr0.6 Bi0.4,1.0
2068,Sr0.5 Bi0.5,1.0
2068,Sr0.4 Bi0.6,1.0
2068,Sr0.3 Bi0.7,0.0
2068,Sr0.2 Bi0.8,0.0
2068,Sr0.1 Bi0.9,0.0
2069,Sr0.9 Br0.1,0.0
2069,Sr0.8 Br0.2,0.0
2069,Sr0.7 Br0.3,1.0
2069,Sr0.6 Br0.4,0.0
2069,Sr0.5 Br0.5,0.0
2069,Sr0.4 Br0.6,0.0
2069,Sr0.3 Br0.7,0.0
2069,Sr0.2 Br0.8,0.0
2069,Sr0.1 Br0.9,0.0
2070,Sr0.9 C0.1,0.0
2070,Sr0.8 C0.2,0.0
2070,Sr0.7 C0.3,0.0
2070,Sr0.6 C0.4,0.0
2070,Sr0.5 C0.5,0.0
2070,Sr0.4 C0.6,0.0
2070,Sr0.3 C0.7,0.0
2070,Sr0.2 C0.8,0.0
2070,Sr0.1 C0.9,0.0
2071,Sr0.9 Ca0.1,0.0
2071,Sr0.8 Ca0.2,0.0
2071,Sr0.7 Ca0.3,0.0
2071,Sr0.6 Ca0.4,0.0
2071,Sr0.5 Ca0.5,0.0
2071,Sr0.4 Ca0.6,0.0
2071,Sr0.3 Ca0.7,0.0
2071,Sr0.2 Ca0.8,0.0
2071,Sr0.1 Ca0.9,0.0
2072,Sr0.9 Cd0.1,1.0
2072,Sr0.8 Cd0.2,0.0
2072,Sr0.7 Cd0.3,1.0
2072,Sr0.6 Cd0.4,0.0
2072,Sr0.5 Cd0.5,1.0
2072,Sr0.4 Cd0.6,0.0
2072,Sr0.3 Cd0.7,0.0
2072,Sr0.2 Cd0.8,0.0
2072,Sr0.1 Cd0.9,0.0
2073,Sr0.9 Co0.1,0.0
2073,Sr0.8 Co0.2,0.0
2073,Sr0.7 Co0.3,0.0
2073,Sr0.6 Co0.4,0.0
2073,Sr0.5 Co0.5,0.0
2073,Sr0.4 Co0.6,0.0
2073,Sr0.3 Co0.7,0.0
2073,Sr0.2 Co0.8,0.0
2073,Sr0.1 Co0.9,0.0
2074,Sr0.9 Cr0.1,0.0
2074,Sr0.8 Cr0.2,0.0
2074,Sr0.7 Cr0.3,0.0
2074,Sr0.6 Cr0.4,0.0
2074,Sr0.5 Cr0.5,0.0
2074,Sr0.4 Cr0.6,0.0
2074,Sr0.3 Cr0.7,0.0
2074,Sr0.2 Cr0.8,0.0
2074,Sr0.1 Cr0.9,0.0
2075,Cs0.1 Sr0.9,0.0
2075,Cs0.2 Sr0.8,0.0
2075,Cs0.3 Sr0.7,0.0
2075,Cs0.4 Sr0.6,0.0
2075,Cs0.5 Sr0.5,0.0
2075,Cs0.6 Sr0.4,0.0
2075,Cs0.7 Sr0.3,0.0
2075,Cs0.8 Sr0.2,0.0
2075,Cs0.9 Sr0.1,0.0
2076,Sr0.9 Dy0.1,0.0
2076,Sr0.8 Dy0.2,0.0
2076,Sr0.7 Dy0.3,0.0
2076,Sr0.6 Dy0.4,0.0
2076,Sr0.5 Dy0.5,0.0
2076,Sr0.4 Dy0.6,0.0
2076,Sr0.3 Dy0.7,0.0
2076,Sr0.2 Dy0.8,0.0
2076,Sr0.1 Dy0.9,0.0
2077,Sr0.9 Er0.1,0.0
2077,Sr0.8 Er0.2,0.0
2077,Sr0.7 Er0.3,0.0
2077,Sr0.6 Er0.4,0.0
2077,Sr0.5 Er0.5,0.0
2077,Sr0.4 Er0.6,0.0
2077,Sr0.3 Er0.7,0.0
2077,Sr0.2 Er0.8,0.0
2077,Sr0.1 Er0.9,0.0
2078,Sr0.9 Ga0.1,0.0
